date,pr,eto,soil_moisture_am
2020-04-01,6.238106139245974,1.7045023624496316,0.5914315187051022
2020-04-02,1.4754511553072993,2.1818173384735986,
2020-04-03,3.7152433231543616,2.35272056201145,0.43923696830260023
2020-04-04,44.59758480995449,1.2054228936608933,
2020-04-05,5.4983276295218655,2.1236784794536603,
2020-04-06,0.0,1.8986602122445555,0.5855274758107017
2020-04-07,0.0,3.731862939755672,
2020-04-08,0.0,4.896819161577814,0.3923964052409737
2020-04-09,0.0,5.037686901461067,0.42037093383878527
2020-04-10,0.0,4.2029347484927975,
2020-04-11,0.0,3.79646827424481,0.42776509494621223
2020-04-12,0.0,4.659187041752712,
2020-04-13,0.0,5.129383898807017,
2020-04-14,0.0,5.359893401217557,0.37478538862456295
2020-04-15,0.0,4.062304094504407,
2020-04-16,0.0,5.465662591960629,0.25863884122440683
2020-04-17,0.0,4.900109370694387,0.3181708174099794
2020-04-18,0.0,3.2120898613910636,
2020-04-19,0.0,3.6466596482923945,0.37136445592576117
2020-04-20,0.0,3.4396645830271244,
2020-04-21,4.571181232199981,2.9681826402703826,
2020-04-22,38.918615217414,2.0646372495278196,0.422653842661111
2020-04-23,1.2042517385225187,3.716583107320055,
2020-04-24,5.274644497403082,3.1619850405801886,0.39284037449657333
2020-04-25,5.4726758982811035,2.2742982113009345,0.35045720727742
2020-04-26,11.916355198506587,4.3452287992334195,
2020-04-27,16.655536791550784,2.6288780561121032,0.4237092512718247
2020-04-28,0.0,4.523418702437763,
2020-04-29,12.050218745560883,3.2598250156938717,
2020-04-30,4.27046573564079,3.191086388138408,0.5273332283716977
2020-05-01,10.20020055627458,3.5604356805903623,
2020-05-02,34.89145094106288,1.991637796739398,0.44273658227540563
2020-05-03,0.0,3.3054821521663085,0.5393082006921678
2020-05-04,0.001244075914129827,4.746800971387558,
2020-05-05,8.824667198398105,4.284273563011955,
2020-05-06,0.0,4.555236096109218,
2020-05-07,0.0,7.013046869169482,
2020-05-08,0.0,6.2471564329761335,0.3267835325083071
2020-05-09,0.0,5.033813379560996,
2020-05-10,0.0,4.8726394298169655,0.3300315651467354
2020-05-11,24.41835597167257,3.797972085003954,0.3577562012145044
2020-05-12,37.462996628177564,2.119385704827318,
2020-05-13,31.158913631140223,1.8016086230302357,0.5912569621463556
2020-05-14,14.18787825937651,2.2371217446999974,
2020-05-15,0.0,4.051070874553506,
