date,pr,eto,soil_moisture_am
2020-04-01,0.0,5.9891451835219245,0.08834990419077025
2020-04-02,0.0,6.225998758109874,
2020-04-03,0.0,5.4432735113116975,
2020-04-04,0.0,6.109086360372768,0.08174487486567066
2020-04-05,0.0,5.831831436848047,
2020-04-06,0.0,5.860776519530712,0.0702724716634313
2020-04-07,0.0,5.303803469361614,0.07861324643705539
2020-04-08,0.0,6.245892490861448,
2020-04-09,0.0,5.289741597985261,0.07681745161354152
2020-04-10,0.0,5.6232115542207035,
2020-04-11,0.3337381701337034,4.627900489938747,
2020-04-12,0.0,5.172072837674649,0.08583305764625103
2020-04-13,0.0,5.671086591100051,
2020-04-14,0.0,5.222800062431364,0.06645507684003867
2020-04-15,0.0,5.528521059227677,0.06834333137449315
2020-04-16,0.0,6.665771184294257,
2020-04-17,0.0,6.570168612941685,0.06581995140276548
2020-04-18,0.0,6.522511845792945,
2020-04-19,0.0,6.031709827837205,
2020-04-20,0.0,6.028307838804101,0.06153755731047524
2020-04-21,0.0,7.193502581677214,
2020-04-22,0.0,6.9031295869472125,0.060245325371076436
2020-04-23,0.0,7.546860405878592,0.06184919793372271
2020-04-24,0.0,7.938090648743909,
2020-04-25,0.0,6.692064002928822,0.06427387369087376
2020-04-26,0.0,7.700889662045185,
2020-04-27,0.0,8.064292655092201,
2020-04-28,0.0,8.054247520628664,0.06973636852048304
2020-04-29,0.0,6.6081817241632095,
2020-04-30,0.0,8.288849477432384,0.06235497701987069
2020-05-01,0.0,9.267828664540707,0.06647267174864452
2020-05-02,0.0,8.231352470182632,
2020-05-03,0.0,7.555588640404689,0.06586061844046887
2020-05-04,0.0,7.7764411142281356,
2020-05-05,0.0,7.544585532845301,
2020-05-06,0.0,8.409185460467633,0.06265995740891994
2020-05-07,0.0,9.574990009031788,
2020-05-08,0.0,7.225952952985014,0.060794158350830574
2020-05-09,0.027516493702876593,7.691985712946852,0.06418637875117503
2020-05-10,0.4230524468558774,6.591783288127979,
2020-05-11,0.009346262014499668,7.647307749495543,0.10034170882920614
2020-05-12,0.0,7.737857367997803,
2020-05-13,0.0,7.772825081888936,
2020-05-14,0.0,6.999838402489576,0.06043868432660314
2020-05-15,0.0,7.239758226452997,
2020-05-16,0.0,7.642982822075919,0.05818731451853934
2020-05-17,0.0,8.347474363411681,0.05879479804571893
2020-05-18,0.0,8.440576303661402,
2020-05-19,0.0,8.753880942231671,0.060253927247693365
2020-05-20,0.0,7.4250350040260145,
2020-05-21,0.0,7.47551728637476,
2020-05-22,0.0,7.871446451012111,0.05469549542453572
2020-05-23,0.0,8.429196667197733,
2020-05-24,0.0,7.794649625752394,0.054746924406300794
2020-05-25,0.0,7.663477974971995,0.05323358200287899
2020-05-26,0.0,7.637972352775785,
2020-05-27,0.0,9.29919621748367,0.05515079444809788
2020-05-28,0.000716380125295714,8.924434391908546,
2020-05-29,0.3114212631042757,8.35261147865594,
2020-05-30,0.0,8.49343514440855,0.07596324858910206
2020-05-31,0.01264494226697555,7.821369804558112,
2020-06-01,0.01747634286373977,7.488497950372007,0.06028750114610676
2020-06-02,0.046433927506698974,7.979123349493543,0.06481907711001011
2020-06-03,0.0,8.46533969424811,
2020-06-04,0.0,8.777222434600224,0.06511427858114782
2020-06-05,0.0,9.055417818751762,
2020-06-06,0.08715596997061047,9.235399211547733,
2020-06-07,0.0,8.702681390679583,0.06196343859201602
2020-06-08,0.0,8.218844175354635,
2020-06-09,0.0,7.223184912439572,0.05651906843634146
2020-06-10,0.0,7.908787352441707,0.05463828054715633
2020-06-11,0.0,8.465754572525038,
2020-06-12,0.052494001959482936,8.743144433911159,0.06155176038761847
2020-06-13,0.4967313067470947,8.99118935435863,
